#
# path-genes.csv
#
# Rank-ordered counts
#
1 HLA-B 19379.0
2 HLA-A 9525.0
3 HLA-C 6557.0
4 UBC 5981.0
5 PSMC1 4057.0
6 PSMC3 3886.0
7 PSMC2 3836.0
8 PSMC5 3816.0
9 PSMD6 3713.0
10 PSMC6 3701.0
11 PSMC4 3600.0
12 PSMB8 3493.0
13 PSMD14 3480.0
14 PSMA3 3448.0
15 PSMD4 3438.0
16 SHFM1 3390.0
17 PSMA7 3372.0
18 PSMD13 3321.0
19 PSMD1 3315.0
20 PSMD7 3281.0
21 PSMB1 3260.0
22 PSMB6 3222.0
23 PSMB5 3219.0
24 PSMB3 3174.0
25 PSMB9 3136.0
26 PSMA2 3132.0
27 PSMA1 3117.0
28 PSMA6 3115.0
29 PSMD12 3073.0
30 PSMB7 3009.0
31 PSMA4 2980.0
32 PSMB2 2937.0
33 PSMD2 2913.0
34 PSMD11 2909.0
35 PSMB4 2903.0
36 PSMA5 2887.0
37 PSMD5 2834.0
38 PSMD3 2782.0
39 PSMD8 2619.0
40 PSMA8 2191.0
41 PSME1 2039.0
42 PSME2 2028.0
43 PSMD9 1773.0
44 PSMD10 1743.0
45 PSME3 1734.0
46 POLR2A 1473.0
47 PSMF1 1430.0
48 LOC101929876 1428.0
49 RPS27A 1378.0
50 RPS2 1370.0
51 RPS4X 1358.0
52 RPS20 1357.0
53 RPS6 1343.0
54 RPL35 1341.0
55 RPS18 1327.0
56 NUP98 1325.0
57 RPS10 1324.0
58 RPS9 1323.0
59 PSMB10 1288.0
60 RPS27 1271.0
61 RPS13 1267.0
62 RPS25 1267.0
63 RANBP2 1267.0
64 RPS15A 1265.0
65 RPL13A 1264.0
66 PSME4 1256.0
67 RPS11 1248.0
68 SEH1L 1246.0
69 RPS3 1236.0
70 RPS14 1211.0
71 RPS16 1211.0
72 HLA-DRB1 1209.0
73 RPS12 1197.0
74 RPL27A 1190.0
75 RPS5 1183.0
76 RPL27 1179.0
77 RPS19 1178.0
78 RPS15 1177.0
79 RPS7 1168.0
80 RPL10 1165.0
81 RPS8 1155.0
82 RPS3A 1147.0
83 RPS23 1131.0
84 RPSA 1126.0
85 NUP107 1113.0
86 UBA52 1110.0
87 RPS26 1109.0
88 RPL37A 1105.0
89 RPL38 1103.0
90 POLR2E 1091.0
91 RPL35A 1091.0
92 RPL13 1089.0
93 POLR2C 1079.0
94 NUP153 1077.0
95 RPL7 1075.0
96 RPL10A 1070.0
97 RPL8 1066.0
98 RPL5 1066.0
99 RPL18 1061.0
100 RPL4 1059.0
101 RPLP2 1056.0
102 RPL3 1054.0
103 SKP1 1038.0
104 RPL14 1038.0
105 RPL15 1036.0
106 RPLP0 1035.0
107 RPL9 1034.0
108 RPL6 1033.0
109 RPL23A 1031.0
110 RPL23 1031.0
111 RPL12 1021.0
112 CUL1 1020.0
113 RPL7A 1018.0
114 RPL24 1018.0
115 RPL30 1010.0
116 RPL36 1010.0
117 RPS24 1004.0
118 POLR2H 1003.0
119 RPL18A 991.0
120 POLR2F 985.0
121 RPL11 981.0
122 RPL19 974.0
123 RPL34 973.0
124 RPL21 964.0
125 POLR2G 962.0
126 RPL31 957.0
127 RPL22 954.0
128 RPS28 949.0
129 POLR2B 939.0
130 RPL17 901.0
131 RPS21 894.0
132 HIST1H4A 888.0
133 POLR2K 887.0
134 RPLP1 872.0
135 NUP214 871.0
136 POLR2J 868.0
137 RPL26L1 817.0
138 RPS29 795.0
139 RPL32 794.0
140 GTF2F1 781.0
141 NUP43 778.0
142 RPS17 763.0
143 TP53 742.0
144 RPL28 738.0
145 CDK7 727.0
146 UBB 726.0
147 FAU 709.0
148 RPL26 704.0
149 TRAF6 702.0
150 EP300 691.0
151 NUP85 691.0
152 RPS27L 680.0
153 POLR2D 679.0
154 RPL10L 675.0
155 RPL3L 660.0
156 HIST1H2BB 653.0
157 NUP35 651.0
158 GTF2F2 646.0
159 POLR2L 640.0
160 HIST1H3A 637.0
161 H2AFX 634.0
162 NUP160 631.0
163 TUBA1A 627.0
164 NUP133 620.0
165 NUP62 619.0
166 B2M 619.0
167 SEC13 609.0
168 PPP2R1A 591.0
169 RPA1 569.0
170 NUP93 568.0
171 SUPT5H 560.0
172 UBE2I 558.0
173 RAE1 555.0
174 NUP37 555.0
175 GTF2H1 555.0
176 CDC20 555.0
177 TBP 548.0
178 HIST1H2AB 546.0
179 HLA-G 544.0
180 POLR2I 533.0
181 ERCC3 526.0
182 GRB2 525.0
183 CCNH 519.0
184 NUP188 514.0
185 NUP205 513.0
186 HDAC1 507.0
187 NUPL1 502.0
188 NUP88 495.0
189 RPA2 494.0
190 RPA3 486.0
191 CREBBP 479.0
192 NDC1 473.0
193 RBX1 468.0
194 PCM1 467.0
195 GTF2H5 465.0
196 CDC27 462.0
197 H2AFZ 461.0
198 BRCA1 458.0
199 NUP155 458.0
200 PPP2R1B 457.0
201 IKBKG 451.0
202 HSP90AA1 446.0
203 GTF2H4 446.0
204 MYC 446.0
205 AKT1 436.0
206 MAPK1 436.0
207 DYNLL1 428.0
208 RPL29 428.0
209 EIF3E 427.0
210 UBE2M 425.0
211 SRC 425.0
212 MNAT1 423.0
213 EIF3A 416.0
214 GTF2H2 409.0
215 CEP131 408.0
216 TUBA1C 404.0
217 CDC23 403.0
218 BTRC 403.0
219 OFD1 399.0
220 ANAPC4 398.0
221 GTF2H3 398.0
222 HLA-E 398.0
223 PPP2CA 394.0
224 DYNC1H1 386.0
225 ERCC2 386.0
226 MAPRE1 378.0
227 CDC16 370.0
228 PLK1 359.0
229 TUBA4A 358.0
230 TUBB4B 356.0
231 UBE2D1 355.0
232 ANAPC7 354.0
233 EGFR 346.0
234 NUP50 345.0
235 ANAPC2 345.0
236 DCTN1 343.0
237 MAP3K7 341.0
238 ACTB 340.0
239 HSPA8 337.0
240 VCP 335.0
241 UBE2D2 335.0
242 XPO1 333.0
243 CHUK 331.0
244 MAPK3 331.0
245 RNF2 330.0
246 TPR 329.0
247 ANAPC1 327.0
248 ANAPC10 325.0
249 PAFAH1B1 322.0
250 HIST2H2AC 322.0
251 RXRA 321.0
252 IKBKB 319.0
253 PCNA 316.0
254 EIF4A3 315.0
255 NUP54 313.0
256 FN1 311.0
257 TAP2 307.0
258 CDK1 304.0
259 ANAPC11 303.0
260 HDAC2 303.0
261 PPP2CB 302.0
262 TCEB3 302.0
263 HDAC3 297.0
264 CEP72 291.0
265 CDK2 291.0
266 NCOR1 289.0
267 RAC1 286.0
268 AAAS 284.0
269 BUB1B 283.0
270 ANAPC16 283.0
271 POLR1C 282.0
272 MRPS30 282.0
273 NUPL2 282.0
274 ANAPC5 282.0
275 DDB1 280.0
276 TAF1 278.0
277 CTDP1 277.0
278 TAF10 275.0
279 UBE2N 273.0
280 MRPL9 273.0
281 CDK9 272.0
282 SNW1 270.0
283 ODF2 270.0
284 TAF9 267.0
285 NRAS 265.0
286 TAF11 265.0
287 NINL 264.0
288 CLTC 263.0
289 KRAS 263.0
290 TUBB2B 259.0
291 TUBG1 259.0
292 MRPL50 258.0
293 FZR1 257.0
294 HIST1H3E 256.0
295 RIPK1 256.0
296 TAF5 255.0
297 NCBP1 254.0
298 NCOR2 254.0
299 CDC26 252.0
300 TAF6 252.0
301 KAT2B 250.0
302 TAP1 249.0
303 NEDD1 249.0
304 PIK3R1 249.0
305 HIST1H2BD 248.0
306 HIST2H2BE 247.0
307 MAGOH 244.0
308 MDM2 243.0
309 AP2M1 242.0
310 TCEA1 242.0
311 NCOA1 240.0
312 MRPL47 240.0
313 MED1 238.0
314 FGFR1OP 237.0
315 GTF2B 237.0
316 CALM1 237.0
317 HRAS 237.0
318 MRPL42 237.0
319 PRKACA 237.0
320 PABPC1 235.0
321 EIF4B 234.0
322 YWHAE 233.0
323 RAF1 232.0
324 ANAPC15 230.0
325 RELA 229.0
326 SUMO1 229.0
327 RFC4 229.0
328 CUL3 228.0
329 CEP152 227.0
330 TUBB3 227.0
331 MRPL4 227.0
332 ICT1 225.0
333 TAF7L 225.0
334 DYNC1I2 225.0
335 POLR1D 224.0
336 HAUS6 224.0
337 PRKAR2B 223.0
338 RFC3 222.0
339 MAD2L1 222.0
340 TUBB2A 221.0
341 NUP210 221.0
342 RBBP4 221.0
343 PPP2R5A 221.0
344 HIST4H4 221.0
345 TAF4 221.0
346 TAF7 220.0
347 GNB1 220.0
348 CEP192 220.0
349 PPP2R5E 219.0
350 SMAD3 219.0
351 IRAK1 218.0
352 TP53BP1 217.0
353 POLR3C 216.0
354 YWHAB 213.0
355 TAB2 212.0
356 ESR1 212.0
357 GTF2E1 212.0
358 U2AF2 212.0
359 CEP135 212.0
360 MDC1 212.0
361 CENPJ 211.0
362 MTOR 211.0
363 CUL4B 210.0
364 RFC2 210.0
365 ELL 209.0
366 PPP2R5D 209.0
367 CUL4A 208.0
368 MRPL41 207.0
369 TRAF2 206.0
370 SRSF1 206.0
371 BMI1 206.0
372 RPL36AL 205.0
373 RNPS1 205.0
374 BRAF 204.0
375 RPL37 204.0
376 DCTN2 203.0
377 HLA-H 202.0
378 SNRPE 201.0
379 TCEB1 201.0
380 MRPL39 201.0
381 UBE2C 199.0
382 HIST1H2BA 199.0
383 EFTUD2 199.0
384 CTNNB1 199.0
385 RFC5 199.0
386 POLR3D 199.0
387 AP2A1 198.0
388 MRPL10 198.0
389 RPL39 198.0
390 BARD1 197.0
391 AXIN1 196.0
392 TUBB 196.0
393 PRPF8 196.0
394 TUBA1B 195.0
395 ATM 195.0
396 TGOLN2 195.0
397 CEP63 194.0
398 RBBP7 194.0
399 TAF12 194.0
400 CBX4 193.0
401 CFTR 193.0
402 AURKAIP1 192.0
403 CNTRL 192.0
404 POM121C 192.0
405 APP 190.0
406 HAUS1 190.0
407 ACTR1A 189.0
408 GNB3 189.0
409 PPP2R5C 189.0
410 EIF3D 189.0
411 TCEB2 189.0
412 ARRB2 188.0
413 GNAS 188.0
414 RING1 188.0
415 CCNA2 187.0
416 SKP2 187.0
417 HAUS2 186.0
418 RFC1 186.0
419 TAF9B 185.0
420 PHC1 183.0
421 MRPL28 183.0
422 CDKN1A 182.0
423 SUZ12 182.0
424 CDKN2A 182.0
425 KAT5 182.0
426 NFKB1 181.0
427 CUL5 181.0
428 PPIE 180.0
429 CDK8 180.0
430 NCOA2 180.0
431 HAUS7 179.0
432 AP2A2 179.0
433 POLR3B 178.0
434 GNB2 178.0
435 HAUS8 178.0
436 TAF13 178.0
437 SMURF1 177.0
438 SNRPF 177.0
439 HAUS4 177.0
440 POLR3A 176.0
441 NELFB 175.0
442 FYN 175.0
443 TAB1 175.0
444 BIRC2 174.0
445 CUL2 174.0
446 E2F1 173.0
447 NBN 173.0
448 MRE11A 172.0
449 BLM 171.0
450 PLK4 171.0
451 AURKB 170.0
452 CBL 170.0
453 CDK5RAP2 170.0
454 CCP110 170.0
455 GSK3B 169.0
456 UBE2D3 169.0
457 NEDD8 169.0
458 NDUFS3 169.0
459 H3F3A 169.0
460 GNB4 169.0
461 CRCP 168.0
462 USP7 168.0
463 CAMK2A 168.0
464 MAP2K1 168.0
465 MRPL12 168.0
466 HAUS3 167.0
467 HIF1A 167.0
468 KPNB1 167.0
469 YWHAG 167.0
470 CEP290 167.0
471 HIST2H3C 166.0
472 EIF3L 166.0
473 NCOA6 165.0
474 SRRM1 164.0
475 POLR3E 164.0
476 EIF3C 164.0
477 AP2B1 164.0
478 PHC2 163.0
479 SUMO2 163.0
480 RBM8A 163.0
481 COPS5 163.0
482 HIST2H3A 162.0
483 FBL 162.0
484 POLR3H 161.0
485 ACTG1 161.0
486 TUBB4A 161.0
487 NOTCH1 161.0
488 NDC80 161.0
489 SNRPG 161.0
490 KAT2A 160.0
491 JAK2 160.0
492 AKAP9 159.0
493 PDIA3 159.0
494 APC 158.0
495 POM121 158.0
496 COPS2 155.0
497 GTF2E2 155.0
498 CASP8 154.0
499 CBX8 154.0
500 POLR3GL 154.0
501 FGFR1 154.0
502 MRPL37 153.0
503 SMAD2 153.0
